id,sample,location,sample_date,sample_time,hour,wday,week,month,year,temp_field,do_field,cond_field,ph_field,tds_field,turbidity_field,chl_a,phycocyanin,al,p,fe,fluoride,chloride,nitrite,bromide,nitrate,phosphate,sulfate,uv_254,turbidity,colour,doc,toc,tn,ph_lab,rdl_al,rdl_p,rdl_fe,rdl_fluoride,rdl_chloride,rdl_nitrite,rdl_bromide,rdl_nitrate,rdl_phosphate,rdl_sulfate,chlorophyll_a,alkalinity,dn,ul_p,ul_al,ul_fe,cyra,mcye_ndaf,sxta,total_cyano,lod_cyra,lod_mcye_ndaf,lod_sxta,lod_total_cyano,grab_mclr,passive_mclr,spe_grab_mclr,grab_mclr_lod,passive_mclr_lod,spe_grab_mclr_lod
lwfrn-1225,k_070224,Kearney,2024-07-02,11:16:00,11,3,27,7,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6626,52389.899999999994,97.4157,12.595,935.1023,109.1608,15865.4797,0.1376666666666667,0.7799999999999999,20.666666666666668,NA,NA,NA,6.569,NA,NA,NA,9,12,9,9,10,10,9,NA,6.7652,NA,NA,NA,NA,0,11.692355757364906,0,7157.663835164977,1.8,1.8,1.8,1.8,0,0,NA,0.22114,0.00631578947368421,NA
gzvzl-1258,k_070924,Kearney,2024-07-09,11:34:00,11,3,28,7,2024,22.9,8.63,205.2,7.12,138.9,0.09,NA,0.38,79.39319191505767,5.121227119588193,81.62822173084452,51.8865,64715.9,12.9236,15.5194,930.2052,90.9903,17641.2306,0.13233333333333333,0.414,19,NA,NA,NA,6.5526,2,5,2,9,12,9,9,10,10,9,4.02,6.401,NA,250,1000,1000,0,53.24047662694254,0,6959.957829889777,1.8,1.8,1.8,1.8,0,0,NA,0.22114,0.00631578947368421,NA
icojh-1295,k_071624,Kearney,2024-07-16,11:05:00,11,3,29,7,2024,25.2,8.26,221.1,6.97,143.2,0.25,NA,0.01,NA,NA,NA,43.5439,55283.6,NA,16.9245,476.5637,211.134,13095.948,0.12033333333333332,1.5033333333333332,16,2.8329999999999997,3.477,0.2204,6.5453,NA,NA,NA,9,12,9,9,10,10,9,0.65,6.4559,0.21390000000000003,NA,NA,NA,0,27.898634195735436,0,9623.512668894222,1.8,1.8,1.8,1.8,0,0,NA,0.22114,0.00631578947368421,NA
cggsh-1347,k_072324,Kearney,2024-07-23,11:33:00,11,3,30,7,2024,24.5,5.71,231.5,7.15,151.9,NA,NA,NA,78.3412976686842,4.383730053534796,163.988108857005,48.1124,NA,NA,19.713,668.227,NA,19987.5409,0.12366666666666666,1.5333333333333332,15,3.3619999999999997,3.671,0.24490000000000003,6.5869,2,5,2,9,12,9,9,10,10,9,NA,6.6708,0.2291,250,1000,1000,0.9691044694184692,188.0645881685086,0,12219.726718155467,1.8,1.8,1.8,1.8,0,0,NA,0.22114,0.00631578947368421,NA
gensl-1376,k_073124,Kearney,2024-07-31,11:27:00,11,4,31,7,2024,24.2,8.32,220.4,7.09,145.5,-1.7,NA,0.02,86.4524827787817,9.738748813100134,165.9020466530652,47.7189,NA,NA,16.7339,539.3695,NA,14160.6876,0.11366666666666668,2.6733333333333333,12.666666666666666,3.0549999999999997,3.184,0.26990000000000003,6.4922,2,5,2,9,12,9,9,10,10,9,0.62,7.5422,0.2585,250,1000,1000,0,192.8460963790365,0,13372.83961827454,1.8,1.8,1.8,1.8,0,NA,NA,0.22114,NA,NA
yybgs-1405,k_080624,Kearney,2024-08-06,10:48:00,10,3,32,8,2024,23.9,8.01,222.3,7.14,147.5,-1.43,NA,-0.03,50.26742740711316,5.399697950123384,116.48094285285028,40.6321,58511.5,NA,15.6888,575.0384,142.8634,9978.1252,0.10966666666666668,1.163333333333333,12,3.4419999999999997,3.209,0.23440000000000005,6.6541,2,5,2,9,12,9,9,10,10,9,0.7,7.7686,0.2423,250,1000,1000,0,259.98639008274836,0,10784.878714997663,1.8,1.8,1.8,1.8,0,0,NA,0.22114,0.00631578947368421,NA
ahawx-1434,k_081324,Kearney,2024-08-13,11:20:00,11,3,33,8,2024,23.133,8.36,220.2,7.28,148.401,-0.5,NA,0.03,90.74560118181772,12.94034168192209,132.21915830389776,40.1524,59371.8,NA,17.3562,492.2676,163.8442,10051.5062,0.105,4.133333333333333,10,3.225,3.3409999999999997,0.2188,6.5966,2,5,2,9,12,9,9,10,10,9,0.48,8.7752,0.2029,10000,1000,1000,335.5578299695348,163.4777498808633,0.36302293369656136,9282.452023084898,1.8,1.8,1.8,1.8,0,0,NA,0.22114,0.00631578947368421,NA
nfevw-1456,k_082024,Kearney,2024-08-20,11:00:00,11,3,34,8,2024,24.3,8.26,224.2,7.25,147.7,0.45,NA,-0.02,154.88818434491884,9.112308330633056,191.55454176278351,35.5848,55707.9,NA,15.7205,352.684,118.6737,10694.5861,0.09900000000000002,3.9133333333333336,10.333333333333334,2.92,2.9419999999999997,0.17400000000000002,6.9027,2,5,2,9,12,9,9,10,10,9,0.71,8.594,0.1758,3500,1000,1000,0.076918885110533,21.0350233230168,0,6435.067395172853,1.8,1.8,1.8,1.8,0.3042124,0.05584906315789473,NA,0.22114,0.00631578947368421,NA
vjkbc-1489,k_082724,Kearney,2024-08-27,11:47:00,11,3,35,8,2024,23.2,8.11,223.2,7.13,150.4,-0.51,NA,0.03,NA,NA,NA,70.9591,58702.5,NA,21.7299,464.2689,138.4501,17824.7182,0.09700000000000002,2.3466666666666662,14.666666666666666,3.093,3.238,0.2352,NA,NA,NA,NA,9,12,9,9,10,10,9,0.48,NA,0.2382,NA,NA,NA,0,54.210231527668114,0,10867.268131491046,1.8,1.8,1.8,1.8,0.2932906,0.0503127052631579,NA,0.22114,0.00631578947368421,NA
hyslt-1509,k_090324,Kearney,2024-09-03,11:45:00,11,3,36,9,2024,20.5,7.87,200.1,6.76,142.1,0.69,NA,0.02,32.144982096243716,2.2898715755043937,67.81679493127993,51.4943,57497.3,8.1759,17.7198,409.9936,128.5103,11067.8385,0.09700000000000002,0.9330000000000002,9.333333333333334,3.0389999999999997,2.974,0.15340000000000004,6.1123,2,5,2,9,12,9,9,10,10,9,0.67,-0.2119,0.15070000000000003,250,1000,1000,3.4650301250919884,249.2751041390619,0,12447.592547691724,1.8,1.8,1.8,1.8,0,0.04159934736842105,NA,0.22114,0.00631578947368421,NA
xtdby-1534,k_091024,Kearney,2024-09-10,11:05:00,11,3,37,9,2024,19.155,8.53,182.3,6.97,133.803,-1.2,NA,-0.07,66.82227961729066,6.681807824124624,115.271374510325,44.7413,50511.3,NA,19.6386,589.7248,145.0287,10498.9206,0.10833333333333334,1.096666666666667,14.666666666666666,3.089,3.296,0.2254,6.5623,2,5,2,9,12,9,9,10,10,9,0.62,10.798,0.4891,1000,1000,1000,459.69073100450106,482.6275222967438,0,10763.095049602858,1.8,1.8,1.8,1.8,0,0.01110724210526315,NA,0.22114,0.00631578947368421,NA
xykzp-1558,k_091724,Kearney,2024-09-17,11:28:00,11,3,38,9,2024,20.11,8.74,188.6,6.94,130.003,-1.02,NA,-0.02,81.89838665781913,3.912695820368645,112.2500634118591,58.7991,49764.4,NA,16.0674,549.0013,132.3353,9963.5982,0.10166666666666668,3.2366666666666664,11,3.1,3.123,0.2476,6.5095,2,5,2,9,12,9,9,10,10,9,0.86,6.8949,0.2616,10000,1000,1000,501.71792618831586,673.7530907030588,0.2916139924561025,13782.002608926608,2,2,2,2,0.0370698,0.01177603157894736,NA,0.22114,0.00631578947368421,NA
cegsw-1596,k_092424,Kearney,2024-09-24,11:16:00,11,3,39,9,2024,17.838,8.96,180.5,7.19,136.139,-1.55,NA,0.01,96.4026502690688,4.424883599960408,161.4904822510116,60.7856,50903.9,NA,18.21,570.8811,134.8703,10942.4815,0.10000000000000002,1.36,11,3.3159999999999994,3.445,0.2213,5.228,2,5,2,9,12,9,9,10,10,9,1.49,4.5039,0.2037,250,1000,1000,161.2567418385418,218.83201388346572,0,11512.050483705809,2.1176470588235294,2.1176470588235294,2.1176470588235294,2.1176470588235294,NA,0.01064094736842105,NA,0.22114,0.00631578947368421,NA
efwqh-1653,k_100124,Kearney,2024-10-01,10:49:00,10,3,40,10,2024,17.782,9.29,185.2,7.16,139.465,-1.29,NA,-0.02,45.2831054556951,3.7179921770984494,80.45293695074422,33.0029,53841.1,NA,24.5431,463.616,NA,10546.6554,0.10033333333333332,1.4466666666666663,12.333333333333334,3.375999999999999,3.721,0.2024,6.5469,2,5,2,9,12,9,9,10,10,9,0.79,7.5578,0.21290000000000003,250,1000,1000,0,902.2050352863308,0,11591.250570370548,2,2,2,2,0,0,NA,0.22114,0.00631578947368421,NA
ozifu-1682,k_100824,Kearney,2024-10-08,11:00:00,11,3,41,10,2024,16.693,9.1,179.1,7.23,138.354,0.66,NA,0.76,56.62156963386522,6.470067153149266,97.56290590419336,31.9222,53014.4,NA,23.9672,507.3259,29.8463,13666.91,0.10566666666666669,0.664,12.666666666666666,3.388,3.5119999999999996,0.2305,6.4893,2,5,2,9,12,9,9,10,10,9,0.02,7.17,0.2411,250,1000,1000,742.0455266507806,603.8554068998734,49.47729195223175,7505.760674788798,2,2,2,2,0,0,NA,0.22114,0.00631578947368421,NA
kkvfc-1740,k_101524,Kearney,2024-10-15,11:15:00,11,3,42,10,2024,14.676,9.47,166.3,7.26,136.612,-0.26,NA,0.02,41.54343417440691,4.450253929430634,59.67724042094428,29.2161,53696.1,4.7086,20.1823,717.6096,16.3914,10725.5809,0.10733333333333334,1.4233333333333331,14,3.478,3.554,0.2372,6.5099,2,5,2,9,12,9,9,10,10,9,0.92,7.0683,0.21690000000000004,250,1000,1000,0,396.4475342429529,0,8190.17193381975,2,2,2,2,0,NA,NA,0.22114,0.00631578947368421,NA
kkvfc-1778,k_102224,Kearney,2024-10-22,11:15:00,11,3,43,10,2024,13.82,9.75,166.8,6.89,138.079,-1.27,NA,-0.03,124.37871153405764,6.071990846635968,187.92071438707976,NA,NA,NA,NA,NA,NA,NA,0.11133333333333334,1.088666666666667,14.333333333333334,3.368,3.371999999999999,0.17740000000000003,6.6657,2,5,2,NA,NA,NA,NA,NA,NA,NA,0.47,7.6643,0.1743,250,1000,1000,0,333.7549259692067,0,4832.256034397344,1.8,1.8,1.8,1.8,0,0.02119955789473684,NA,0.22114,0.00631578947368421,NA
oefkk-1810,k_102924,Kearney,2024-10-29,11:12:00,11,3,44,10,2024,9.862,10.63,153.3,7.44,140.162,-0.87,NA,-0.01,53.65940723300422,3.0552312661688013,66.92443947064456,NA,NA,NA,NA,NA,NA,NA,0.119,2.516666666666667,16.666666666666668,3.397,3.3779999999999997,0.1927,6.6909,2,5,2,NA,NA,NA,NA,NA,NA,NA,0.53,8.1339,0.22,250,1000,1000,0,317.8446219991806,0,5346.641924669219,1.8,1.8,1.8,1.8,0,0.01706611578947368,NA,0.22114,0.00631578947368421,NA
zntfi-1827,k_110524,Kearney,2024-11-05,10:38:00,10,3,45,11,2024,9.173,10.89,150.7,7.41,140.388,-1.74,NA,-0.02,156.5166252235958,5.991363373873305,174.08616988186546,NA,NA,NA,NA,NA,NA,NA,0.11366666666666664,1.88,14.333333333333334,3.383,3.646,0.2692,9.0693,2,5,2,NA,NA,NA,NA,NA,NA,NA,0.58,149.7775,0.2659,250,1000,1000,1.250773198435647,85.9974972469901,0.2396119573637747,9853.113769176623,1.8,1.8,1.8,1.8,0,NA,NA,0.22114,NA,NA
idmuy-1847,k_111224,Kearney,2024-11-12,10:55:00,10,3,46,11,2024,9.028,10.29,149.8,7.04,140.2,-1.05,NA,-0.04,55.99102397164193,3.0632607242690315,58.51186804853171,NA,NA,NA,NA,NA,NA,NA,0.121,1.6033333333333333,17.333333333333332,3.3659999999999997,3.4389999999999996,0.23890000000000003,8.5399,2,5,2,NA,NA,NA,NA,NA,NA,NA,0.96,47.3295,0.24370000000000003,250,1000,1000,219.9277180300544,186.5650047596888,0,7091.29200610041,1.8,1.8,1.8,1.8,0.0453744,NA,NA,0.22114,NA,NA
hjnhf-1861,k_111924,Kearney,2024-11-19,11:15:00,11,3,47,11,2024,7.11,11.26,142.5,7.09,141.475,-1.23,NA,-0.05,76.0394238935759,4.154621774722245,87.02384077862244,NA,NA,NA,NA,NA,NA,NA,0.12533333333333332,1.132,16.333333333333332,NA,NA,NA,6.4833,2,5,2,NA,NA,NA,NA,NA,NA,NA,0.24,10.4608,NA,250,1000,1000,2.862803543095253,109.16886986843252,0,7153.034868346074,1.8,1.8,1.8,1.8,0,0.11656252631578948,NA,0.22114,0.00631578947368421,NA
jlhgr-1876,k_112624,Kearney,2024-11-26,11:05:00,11,3,48,11,2024,6.373,11.92,116.5,7.35,117.09,-0.65,NA,-0.04,131.3872602747125,5.072919167966832,140.7896097570008,NA,NA,NA,NA,NA,NA,NA,0.142,1.7133333333333332,22.333333333333332,NA,NA,NA,6.4545,2,5,2,NA,NA,NA,NA,NA,NA,NA,0.57,4.5187,NA,250,1000,1000,105.86401605003498,0,0,3105.85034010579,1.8,1.8,1.8,1.8,0,0,NA,0.22114,0.00631578947368421,NA
NA,NA,Penhorn,2022-05-24,00:00:00,0,3,21,5,2022,15.7,6.29,513,7.34,409.8,NA,NA,NA,20.6004758,8.34085885,52.89515155,NA,328669,NA,NA,77.5,93.3,26637.1,0.07,1.057,16.5,NA,NA,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,78143.3216303297,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-05-31,00:00:00,0,3,22,5,2022,17.3,6.71,510,7.69,389.3,NA,NA,NA,17.49566,15.16381265,75.19516907,NA,362007.3,NA,NA,130.2,173,31380.5,0.0725,2.165,35.5,2.9485,2.9139999999999997,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,126690.8847502285,75,75,75,75,NA,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-06-07,00:00:00,0,3,23,6,2022,18.3,6.71,579,7.33,396.9,NA,NA,NA,8.236658564,14.23082618,49.44927864,NA,269831.6,NA,NA,81.6,NA,19070.4,0.068,1.59,32.5,3.2104999999999997,2.971,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,41382.505385595236,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-06-14,00:00:00,0,3,24,6,2022,19.9,3.95,530,7.38,382.4,NA,NA,NA,36.81878391,16.36060192,124.2060841,NA,243856.1,NA,NA,28.2,103.3,14579.8,0.0735,3.06,41.5,3.3735,3.155,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,1231.4364474013637,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-06-21,00:00:00,0,3,25,6,2022,19.6,5.4,523,7.59,328.7,NA,NA,NA,28.86541131,14.90921398,75.34438414,NA,NA,NA,NA,NA,NA,NA,0.071,3.995,38,3.274,3.1455,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,2655.6235308515884,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-06-28,00:00:00,0,3,26,6,2022,21.5,7.14,525,7.59,365.7,NA,NA,NA,20.32955264,24.70570192,93.25132202,NA,282216.9,NA,NA,30.8,NA,22629.4,0.0745,1.685,42.5,3.1555,3.1715,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,NA,2481.128208708671,45,45,NA,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-07-05,00:00:00,0,3,27,7,2022,21.4,4.04,581,7.24,377.9,NA,NA,NA,12.31196641,11.25185514,60.23296225,NA,NA,NA,NA,NA,NA,NA,0.075,2.935,45,3.2245,3.2325,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,2642.865660443199,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-07-12,00:00:00,0,3,28,7,2022,21.6,5.49,535,7.59,372.4,NA,NA,NA,13.70270313,6.394522208,49.70375249,NA,NA,NA,NA,NA,NA,NA,NA,1.775,34.5,3.207,3.122,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,232899.90394068093,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-07-19,00:00:00,0,3,29,7,2022,23.6,4.7,561,7.3,367.4,NA,NA,NA,19.93657219,12.20256407,89.23203335,NA,NA,NA,NA,NA,NA,NA,0.0735,2.545,27.5,3.5540000000000003,3.1715,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,13.941195478337672,57.80615927882484,419338.2813117709,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-07-26,00:00:00,0,3,30,7,2022,25,4.14,597,7.54,387.6,NA,NA,NA,11.80021224,11.80980753,44.06991878,NA,327941.6,NA,NA,49.4,15.4,28245.1,0.076,5.57,30.5,3.2110000000000003,3.417,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,30817.81899744552,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-08-02,00:00:00,0,3,31,8,2022,23.9,4.04,610,7.21,647,NA,NA,NA,8.216401756,7.45647523,22.99396746,NA,312380.5,NA,NA,48.7,41.7,27320.5,0.073,2.27,21,3.411,3.398,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,199.0039461240524,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-08-09,00:00:00,0,3,32,8,2022,24.3,4.78,578,7.45,380.6,NA,NA,NA,10.51247377,14.32520386,79.18354582,NA,228540.1,NA,NA,27.6,NA,12916.3,0.07050000000000001,3.375,18,3.2825,3.3355,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,5.802197595017341,0,214241.58406258945,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-08-16,00:00:00,0,3,33,8,2022,23.2,5.06,533,7.36,358.9,NA,NA,NA,18.22770129,9.974475365,45.66368828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,12.34090858888008,0,136654.14372438658,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-08-23,00:00:00,0,3,34,8,2022,23,6.71,565,7.13,382.4,NA,NA,NA,18.96816941,9.07278639,78.84136877,NA,NA,NA,NA,NA,NA,NA,0.071,3.17,4.5,3.0534999999999997,3.102,0.16820000000000002,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0.5429154083006081,0,61829.89395114407,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-08-30,00:00:00,0,3,35,8,2022,23.4,6.5,567,7.35,380.4,NA,NA,NA,7.840395847,8.176039261,9.43243632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.173,3.164,0.28455,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,89.0450954954815,0,168108.6110876862,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-09-06,00:00:00,0,3,36,9,2022,21.4,5.29,544,7.24,379.8,NA,NA,NA,7.000734613,19.05173816,16.82021536,17.2,137103.8,2.7,30,31.6,1.9,5481.8,NA,NA,NA,NA,NA,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-09-13,00:00:00,0,3,37,9,2022,20.9,5.77,549,7.35,387.1,NA,NA,NA,5.655730021,21.5685297,40.33832268,8.3721,248875.1,NA,41.4,52,105.2,10744.9,0.0675,2.565,6,3.4035,3.4364999999999997,0.18135,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,14.573771177977935,0,176476.8558573932,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-09-20,00:00:00,0,3,38,9,2022,16.7,5.19,489.7,7.07,7.07,NA,NA,NA,5.917794786,10.34181484,14.3191346,17.8991,203657.7,0.4,43.1,85.1,2.3,7732.6,0.0125,0.271,8.5,3.272,3.29,0.2376,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,93.83248821729632,0,151064.52017337058,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-10-04,00:00:00,0,3,40,10,2022,14.2,6.92,447.5,7.18,366.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101,0.3824999999999999,9,NA,NA,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,17.59838554378893,0,39582.69100586081,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-10-11,00:00:00,0,3,41,10,2022,14,5.18,446.1,7.22,367.4,NA,NA,NA,16.06316372,31.89740034,36.96663222,NA,NA,NA,NA,NA,NA,NA,0.081,2.6085000000000003,4.5,3.083,3.195,0.2705,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,57.55662301300263,0,45398.011693140055,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-10-18,00:00:00,0,3,42,10,2022,15.8,6.91,463.2,7.33,365.1,NA,NA,NA,8.158897827,15.99273853,24.70323675,NA,NA,NA,NA,NA,NA,NA,0.086,2.99,7,3.142,3.333,0.2725,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,19.764477482664123,0,13139.951758456516,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-10-25,00:00:00,0,3,43,10,2022,15.5,5.54,456.5,7.29,362.4,NA,NA,NA,9.603807871,10.26000104,33.11101416,NA,NA,NA,NA,NA,NA,NA,0.086,1.795,3,3.236,3.304,0.2834,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,108.13836827944702,0,25068.527622154736,90,90,90,90,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-11-01,00:00:00,0,3,44,11,2022,13.6,7.65,425.9,7.51,354.1,NA,NA,NA,9.148179379,12.09446687,61.00771722,27.6,223901.1,8.9,45,217.4,4.5,9124.3,0.0795,2.6950000000000003,3,3.241,3.192,0.30315000000000003,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Penhorn,2022-11-08,00:00:00,0,3,45,11,2022,11.5,8.47,403.5,7.52,353.4,NA,NA,NA,16.44461666,31.89243329,95.49033494,NA,NA,NA,NA,NA,NA,NA,0.086,20.450000000000003,4,3.066,3.435,0.27390000000000003,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,52.195418690122736,0,9959.455026216963,90,90,90,90,0.2,0.05,NA,0.2,0.05,NA
tobmw-5,p_053023,Penhorn,2023-05-30,10:10:00,10,3,22,5,2023,16.8,11.36,454.7,7.54,352,NA,NA,NA,42.04041810231924,3.0080265456879984,36.58045961372438,30.752,549302.8086,NA,53.607,51.7087,255.6792,21544.0661,0.02433333333333333,1.361,2.6666666666666665,3.166,3.221,0.1285,NA,2,5,2,9,12,9,9,10,10,9,NA,43.1145,NA,250,250,250,0,0,0,0.5945250222841164,45,45,45,45,0,NA,NA,0.22114,NA,NA
prwky-36,p_060623,Penhorn,2023-06-06,09:50:00,9,3,23,6,2023,15.1,7.7,561,8.04,364,NA,NA,NA,155.1016791741785,11.883096009130936,316.0910997426293,26.973,226606.3059,2.4482,44.595,70.4376,96.9879,17724.8993480666,0.08433333333333333,10.13,10,3.451,3.545,0.1533,NA,2,5,2,9,12,9,9,10,10,9,NA,3.9286,0.1548,250,250,1000,10.778875151093812,5.29265485558541,0,36662.776717284185,12,12,12,12,0,NA,NA,0.22114,0.00631578947368421,NA
jxrik-73,p_061323,Penhorn,2023-06-13,00:00:00,0,3,24,6,2023,20.4,7.8,490.7,7.34,350.9,NA,NA,NA,80.57385324658793,10.457770968459018,88.02011465385695,NA,NA,NA,NA,NA,NA,NA,0.07533333333333335,2.454,12.666666666666666,3.441,3.415,0.1376,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3.8262,0.1448,250,250,250,0,0,0,NA,18,18,18,18,0,NA,NA,0.22114,NA,NA
ujham-105,p_062023,Penhorn,2023-06-20,10:06:00,10,3,25,6,2023,16.9,6.65,443.2,7.41,340.6,NA,NA,NA,54.01818906209292,20.620789510908576,101.6339902394952,NA,NA,NA,NA,NA,NA,NA,0.08466666666666667,3.6326666666666663,16.333333333333332,3.595,3.492,0.1458,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,35.0607,0.2764,250,1000,1000,0,0,0,16765.28606216637,18,18,18,18,0,NA,NA,0.22114,NA,NA
gdqru-125,p_062723,Penhorn,2023-06-27,10:29:00,10,3,26,6,2023,20.1,5.7,470.3,7.32,337.2,NA,NA,NA,23.69771752193339,14.580293698913978,37.247069005654055,14.6218,134448.5908,NA,29.714,52.1213,5.2643,8333.2674,0.07033333333333333,2.3513333333333333,16.333333333333332,3.59,3.434,0.1321,NA,2,5,2,9,12,9,9,10,10,9,NA,39.7573,0.1541,250,625,625,0,0,0,30598.757045921306,9,9,9,9,0,NA,NA,0.22114,NA,NA
hubay-150,p_070423,Penhorn,2023-07-04,10:17:00,10,3,27,7,2023,20.1,6.38,471.9,7.31,338.6,NA,NA,NA,79.66907012665807,13.877901755613935,409.0433443532852,NA,NA,NA,NA,NA,NA,NA,0.138,3.5120000000000005,9,NA,3.609,0.1448,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,35.0607,NA,250,1000,1000,0,9.076589958294024,0,25495.155644541257,3.6,3.6,3.6,3.6,0,NA,NA,0.22114,NA,NA
mgusf-169,p_071123,Penhorn,2023-07-11,09:44:00,9,3,28,7,2023,23.1,6.68,561,7.44,377.7,NA,NA,NA,22.78194525662103,10.609447768620278,60.74485669083365,NA,NA,NA,NA,NA,NA,NA,0.08466666666666667,1.687,7,3.506,3.639,0.1508,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,35.1314,0.1407,250,1000,1000,7.365413513575343,0,0,38308.18525456208,3,3,3,3,0,0,NA,0.22114,0.00631578947368421,NA
ltsay-191,p_071823,Penhorn,2023-07-18,09:35:00,9,3,29,7,2023,24.9,5.97,503,7.2,327.8,NA,NA,NA,11.8345603116294,7.47606382489932,31.840456320556605,27.8178,180078.5377,0.0719,41.197,32.8139,NA,13448.8376,0.08800000000000001,1.5136666666666665,16.333333333333332,3.893,3.895,0.1458,NA,2,5,2,9,12,9,9,10,10,9,NA,35.8731,0.14,250,1000,1000,0,7.467022255645071,0,43646.14320269955,3,3,3,3,0,0,NA,0.22114,0.00631578947368421,NA
